bd09mc_X,bd09mc_Y,value,bd09_LNG,bd09_LAT,wgs84_LNG,wgs84_LAT,gcj02_LNG,gcj02_LAT
12532200,3237600,1,112.5774430873612,28.070694722988996,112.56570306949754,28.067928662391953,112.57102777414323,28.0644144214685
12614000,3282200,1,113.31225699428043,28.425490333519935,113.30001014499902,28.422692147770633,113.30579283306976,28.419419713292108
12646200,3252800,1,113.60151136839778,28.19174554451432,113.5895217547804,28.189518297076667,113.59496479252829,28.18598964263979
12570600,3249600,3,112.92239240307879,28.166272647019625,112.91058404494939,28.16347738464593,112.91599187961226,28.159945928993398
12557200,3291800,1,112.80201946478151,28.501702587979604,112.79003926734143,28.498719035705633,112.79559828325284,28.49537237762815
12576000,3246200,12,112.97090090060158,28.139200977800257,112.95882547819319,28.136880943554523,112.96433635808424,28.13343129322852
12574800,3268000,3,112.9601212344854,28.31265799718652,112.94812492824055,28.310200533799712,112.9536177061958,28.306724990187355
12638400,3234600,1,113.53144353864265,28.046786796757868,113.51946077859895,28.043865785225655,113.52504205887422,28.040461816010925
12588600,3258200,70,113.08408739482141,28.234717150805103,113.07166900314962,28.2320184168652,113.07753526834692,28.22884356909842
12591400,3257000,6,113.10923994909248,28.22516941505866,113.09675761662189,28.22266683321351,113.10263979318394,28.219501153585913
12579200,3232200,2,112.99964667691137,28.02765658766588,112.98748120618309,28.025273785573507,112.99308343573803,28.02191879504083
12567600,3262800,6,112.89544323778836,28.271308805755247,112.88353731911741,28.268862681027834,112.88894387197179,28.265328868247813
12576800,3252800,17,112.97808734467903,28.19174554451432,112.9659855115375,28.189489565142832,112.97152403401168,28.186055395229026
12572600,3260400,35,112.94035851327241,28.252219090804605,112.92846788856109,28.24947730145085,112.93390908795972,28.245962434027767
12612600,3256400,30,113.2996807171449,28.22039522352309,113.28749012573991,28.217444486973847,113.2932327083449,28.2141298155463
12556800,3270800,8,112.79842624274278,28.334916221300414,112.78644455837633,28.331985417865837,112.79199501709967,28.328605440647667
12568400,3244600,14,112.9026296818658,28.1264589757832,112.89074552370542,28.123880121448853,112.89613972613566,28.120348003529116
12549400,3289400,2,112.73195163502636,28.48265473142613,112.71980496992107,28.480222971447823,112.72537158961288,28.47689484135714
12495200,3254800,1,112.24507004877916,28.207662991411926,112.23299708807933,28.205166875692207,112.23853165861605,28.20180864109345
12586800,3264600,8,113.06791789564714,28.285623824119977,113.05562837425735,28.2826744999999,113.06147135702098,28.279480640973333
12595400,3253800,8,113.14517216947972,28.199704567465844,113.13286304989529,28.19675414882295,113.13871555092318,28.19355725473243
12568600,3261200,2,112.90442629288516,28.258582713017287,112.89254838012859,28.255981776873583,112.89795312078573,28.252444310388256
12613400,3276400,1,113.30686716122234,28.379418535282355,113.2946332454472,28.37654375001032,113.30040174218887,28.37325263343212
12569600,3253800,3,112.91340934798197,28.199704567465844,112.9015778664081,28.1969809034819,112.90698110712422,28.193443915082867
12590400,3250600,2,113.10025689399566,28.174233586057664,113.08782050878015,28.17172378896038,113.09369618782146,28.168559714061637
12573200,3244400,22,112.9457483463305,28.12486611788135,112.93383386886812,28.122182282005888,112.93927601268736,28.118680974417856
