bd09mc_X,bd09mc_Y,value,bd09_LNG,bd09_LAT,wgs84_LNG,wgs84_LAT,gcj02_LNG,gcj02_LAT
12563600,3267200,2,112.8595110174011,28.306297639696474,112.8475031514675,28.304107905657812,112.85294838470662,28.300617956274507
12614000,3282200,1,113.31225699428043,28.425490333519935,113.30001014499902,28.422692147770633,113.30579283306976,28.419419713292108
12603800,3235600,2,113.22062983229294,28.05475670255606,113.20835945316746,28.052397100464944,113.21406900100766,28.049085227018338
12612800,3302600,1,113.30147732816425,28.587374932537575,113.28924449382083,28.584362590184753,113.29502058180721,28.58112991069316
12552600,3291400,1,112.76069741133617,28.49852818641932,112.7485389750755,28.49608687352749,112.75412708945132,28.492775343047445
12491200,3236600,1,112.2091378283919,28.062726011336327,112.19716912688943,28.059706379916513,112.20273940831768,28.056397162661206
12515800,3262000,1,112.43012098377348,28.264945951352647,112.4179569105469,28.261908485095535,112.42367537901241,28.25872502224384
12541800,3249400,1,112.6636804162906,28.164680387382724,112.65182719307349,28.162035678565694,112.6572275270473,28.158560316626307
12626200,3263800,1,113.42185026646155,28.279261833768647,113.40951090243689,28.276192972668984,113.41542155112977,28.273028791749535
12476600,3223000,1,112.07798522397844,27.954292295833305,112.06583961199883,27.951155324811573,112.0715720375507,27.947991729817176
12567000,3253200,4,112.89005340473027,28.194929225568625,112.8781332207696,28.19257445098569,112.88353602720221,28.189044030509283
12588600,3258200,43,113.08408739482141,28.234717150805103,113.07166900314962,28.2320184168652,113.07753526834692,28.22884356909842
12591400,3257000,5,113.10923994909248,28.22516941505866,113.09675761662189,28.22266683321351,113.10263979318394,28.219501153585913
12564600,3240200,1,112.86849407249791,28.091410577942238,112.8564895048044,28.08924381212963,112.86190484959327,28.085745969942554
12579200,3232200,3,112.99964667691137,28.02765658766588,112.98748120618309,28.025273785573507,112.99308343573803,28.02191879504083
12555400,3292600,1,112.78584996560724,28.508051101607226,112.77381384874072,28.505216183490298,112.77939225237103,28.501892526656334
12595600,3258000,1,113.1469687804991,28.23312592145729,113.13464104052278,28.23014433870687,113.14049372229054,28.226944260931365
12586600,3259200,15,113.06612128462778,28.242672937836918,113.05381135658456,28.239691375387093,113.05964685417801,28.23649300410796
12572600,3260400,24,112.94035851327241,28.252219090804605,112.92846788856109,28.24947730145085,112.93390908795972,28.245962434027767
12556800,3270800,1,112.79842624274278,28.334916221300414,112.78644455837633,28.331985417865837,112.79199501709967,28.328605440647667
12516800,3256000,1,112.4391040388703,28.21721230930702,112.42696894267127,28.214091560413884,112.43267165951933,28.2108972919449
12578600,3286200,1,112.99425684385328,28.457252188162872,112.98205066600532,28.454919129934076,112.98766765633574,28.45156086282009
12561000,3268400,2,112.83615507414939,28.31583803180458,112.82418012812522,28.313281553773603,112.82966644938831,28.30983438823428
12586800,3264600,10,113.06791789564714,28.285623824119977,113.05562837425735,28.2826744999999,113.06147135702098,28.279480640973333
12604600,3301800,1,113.2278162763704,28.581031248275348,113.2154723181806,28.57862359116417,113.22121701971172,28.575366639313756
12621000,3258800,2,113.37513837995812,28.239490694969113,113.3627228793006,28.2366946825019,113.36861326244912,28.2335101693292
12576800,3273400,1,112.97808734467903,28.355580354379555,112.96593945695997,28.35330839927868,112.97149102003719,28.349882051004073
12566400,3242200,1,112.88466357167218,28.1073431024828,112.8726976867912,28.10505469266219,112.87809715698289,28.101535449451813
12584200,3259600,5,113.04456195239543,28.245855084770053,113.03235048610196,28.242756890305564,113.03812935844567,28.239513498643053
12538400,3224600,1,112.63313802896144,27.967054926959904,112.62123180325439,27.964869632672563,112.62655808956812,27.961372336986653
12573200,3244400,19,112.9457483463305,28.12486611788135,112.93383386886812,28.122182282005888,112.93927601268736,28.118680974417856
12568800,3268600,3,112.90622290390452,28.317428013078842,112.89436302186672,28.31479908525516,112.89977271687698,28.311265047696082
12660400,3223600,1,113.72907075077252,27.959078461219427,113.71699069650717,27.95653783517718,113.72254583201995,27.953209544389196
12522000,3255800,1,112.48581592537371,28.215620816243877,112.47367915094182,28.213073100538438,112.47926689838712,28.20977661357661
12574800,3268000,4,112.9601212344854,28.31265799718652,112.94812492824055,28.310200533799712,112.9536177061958,28.306724990187355
12578200,3264000,3,112.99066362181456,28.280852367364023,112.9785047420992,28.27858485126726,112.9840944171233,28.275186703560625
12561200,3257800,2,112.83795168516875,28.23153466813101,112.82594998467954,28.229010010178484,112.83142638084625,28.225555650816784
12473000,3237600,1,112.04564622562992,28.070694722988996,112.03343395255767,28.068120686977153,112.03911484787463,28.064879112828255
12580000,3235400,1,113.00683312098882,28.05316276915434,112.99468040185754,28.050668663698254,113.0003115246659,28.047331888227646
12579600,3260600,10,113.0032398989501,28.253810032343242,112.99104031681043,28.25138559950115,112.99667411573039,28.248024043713862
12585400,3255600,16,113.0553416185116,28.21402929921183,113.04310233495639,28.21094255773798,113.04890941479002,28.207723874742754
12579000,3256200,31,112.99785006589201,28.21880377840038,112.98565697652926,28.216459662936398,112.9912678826958,28.21308162408691
12539000,3264800,1,112.63852786201952,28.287214261692355,112.62661712766258,28.285008179543656,112.63197667587018,28.281491699633612
12581600,3238800,4,113.02120600914373,28.080256388609413,113.00904587718497,28.07747210876826,113.01473230244,28.074175117198195
12591400,3260600,18,113.10923994909248,28.253810032343242,113.09675994703306,28.25130841848942,113.1026445148137,28.248142967223405
12596000,3255800,1,113.15056200253781,28.215620816243877,113.13826379111879,28.21259606163065,113.14410946653355,28.209390538505506
12575600,3250600,8,112.96730767856285,28.174233586057664,112.95527904432869,28.171881025086893,112.96078169265748,28.168420101750282
12540200,3258000,1,112.6493075281357,28.23312592145729,112.63738231966668,28.230747901813203,112.6427572049156,28.22724539077486
12568200,3270600,1,112.90083307084643,28.333326504341194,112.88893441966476,28.330779715424782,112.89434492603745,28.32724849999799
12678800,3279800,1,113.89435896455386,28.406428596396555,113.88265958893933,28.40362359351865,113.8879540725038,28.400119697480946
12584800,3261200,4,113.04995178545352,28.258582713017287,113.037731906806,28.255477592981766,113.04352781458306,28.252247270018994
12578400,3237200,7,112.99246023283392,28.067507309990262,112.98031705791973,28.065215983469805,112.9858961064611,28.061833867321386
12568000,3274800,1,112.89903645982707,28.366705512237942,112.88711798405228,28.36418245947735,112.89253129739426,28.360656537768595
12559600,3287600,1,112.82357879701385,28.468366560194834,112.81159301502086,28.465543968894565,112.81711439448905,28.462150146067913
12550200,3259400,1,112.73913807910382,28.24426402329575,112.72698632856496,28.241933641164334,112.7325419675139,28.23857299304423
12617600,3255600,2,113.34459599262895,28.21402929921183,113.33217080786011,28.21160010389422,113.33800386711613,28.208365653643682
12531600,3259600,12,112.57205325430311,28.245855084770053,112.56027190358485,28.243046154011314,112.56561754419825,28.23952733016363
12577400,3263200,20,112.98347717773711,28.27449008896445,112.97133818664838,28.27224603359265,112.9769017754054,28.268826871096035
12558600,3253000,1,112.81459574191705,28.19333739701984,112.80266991849844,28.19044262105122,112.80818476205442,28.187031908955408
12569400,3252600,28,112.91161273696261,28.190153668052922,112.8997856492645,28.18745329626835,112.90518719166376,28.183916323959767
12558800,3288800,3,112.8163923529364,28.47789222467405,112.80441260603718,28.474971316298614,112.80994726742352,28.47159331654329
12548800,3262200,1,112.72656180196829,28.26653670094915,112.71447783233832,28.264077960152843,112.72001971875191,28.260706864448125
12587200,3249400,18,113.07151111768587,28.164680387382724,113.0592088674242,28.161784399720013,113.06504903123937,28.158596796921184
12676400,3233000,1,113.87279963232152,28.03403370595742,113.86106643641062,28.031262438224303,113.86637092392581,28.027778245787264
12622800,3235200,1,113.39130787913238,28.05156881187279,113.37899362077677,28.048489190218376,113.38488566572995,28.045335391518996
12582200,3256600,25,113.0265958422018,28.221986644674285,113.01440687883269,28.21910373113257,113.02012412217371,28.2158120452911
12528000,3261200,1,112.53971425595459,28.258582713017287,112.52780315611173,28.255976840556894,112.53322110764957,28.252524319306442
12577400,3272000,1,112.98347717773711,28.344454018315506,112.97130812403518,28.34219773000204,112.97687726376886,28.33878470917818
12517800,3253600,1,112.4480870939671,28.198112810792498,112.43599370405657,28.19498624166621,112.44167916363122,28.191778602008
12581800,3246600,21,113.02300262016308,28.142386239050893,113.01082921664717,28.139570357254257,113.01652715702116,28.13627210935734
12574400,3252800,7,112.95652801244667,28.19174554451432,112.94456763098536,28.18923524383757,112.95004106383622,28.185749329330324
12568800,3237200,3,112.90622290390452,28.067507309990262,112.89438988632861,28.064872166457192,112.89977992550692,28.06134620851173
12545600,3226800,1,112.69781602565848,27.984601054190346,112.68590415149025,27.98170572520361,112.69136959892849,27.978316620900575
12555000,3254400,2,112.78225674356851,28.2044796937211,112.7702264166205,28.201746046887937,112.77578340099451,28.198379637308097
12589800,3248600,1,113.09486706093757,28.158311109433164,113.08243841757356,28.155757067426112,113.08830945386599,28.152592265387945
12589600,3247000,6,113.09307044991822,28.14557140458611,113.08063708750457,28.14299479981537,113.08650561982171,28.139830082242778
12581800,3274400,1,113.02300262016308,28.363527015949263,113.01079714235847,28.360701624813075,113.01651311740221,28.35740930079032
12561400,3270000,3,112.83974829618812,28.328557209269245,112.82775050332182,28.32606640926123,112.83323132483751,28.32261385425057
